date,AL,AK,AZ,AR,CA,CO,CT,DE,DC,FL,GA,GU,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,MP,OH,OK,OR,PA,PR,RI,SC,SD,TN,TX,UT,VT,VI,VA,WA,WV,WI,WY
2020-12-03,3531.0,763.0,5209.0,2789.0,21846.0,5455.0,4751.0,758.0,322.0,10870.0,5538.0,22.0,139.0,1632.0,11001.0,8460.0,2563.0,632.0,3784.0,2743.0,346.0,2044.0,6675.0,8124.0,6149.0,2168.0,4108.0,843.0,2180.0,2731.0,593.0,4793.0,1910.0,9853.0,5845.0,970.0,0.0,8931.0,1707.0,1088.0,11268.0,397.0,1717.0,2228.0,1145.0,3684.0,17924.0,4035.0,181.0,0.0,2023.0,2196.0,1120.0,5604.0,571.0
2020-12-04,3840.0,761.0,6920.0,2827.0,24252.0,4181.0,1538.0,942.0,316.0,10177.0,6226.0,17.0,117.0,1859.0,10487.0,7909.0,2809.0,5900.0,3655.0,3099.0,290.0,3796.0,5491.0,9325.0,5347.0,2480.0,4926.0,1252.0,1639.0,2748.0,765.0,5663.0,2062.0,11274.0,5795.0,844.0,0.0,10104.0,4827.0,2147.0,12089.0,492.0,1415.0,2950.0,1050.0,4316.0,14115.0,3003.0,121.0,24.0,2877.0,2633.0,1147.0,5683.0,659.0
2020-12-05,3390.0,945.0,6132.0,2245.0,25006.0,5164.0,0.0,698.0,392.0,10431.0,4945.0,18.0,111.0,1023.0,9745.0,7699.0,1854.0,113.0,3629.0,0.0,283.0,3033.0,5619.0,6072.0,6308.0,1942.0,4192.0,598.0,2219.0,3122.0,448.0,5324.0,1921.0,10759.0,4595.0,555.0,0.0,10469.0,4370.0,1802.0,11374.0,935.0,0.0,3222.0,906.0,4820.0,11193.0,3586.0,131.0,0.0,3793.0,1321.0,1400.0,5701.0,204.0
2020-12-06,2288.0,764.0,3090.0,1542.0,28795.0,4336.0,0.0,816.0,264.0,8436.0,1980.0,27.0,97.0,789.0,7481.0,6601.0,1304.0,9.0,2637.0,3946.0,221.0,2803.0,4827.0,348.0,5581.0,1473.0,3290.0,783.0,1266.0,2571.0,633.0,6030.0,1232.0,9710.0,6260.0,477.0,0.0,7592.0,3241.0,1253.0,7755.0,1139.0,0.0,2864.0,687.0,2578.0,9403.0,2563.0,121.0,0.0,3880.0,1426.0,1425.0,3149.0,376.0
2020-12-07,2352.0,503.0,2088.0,1118.0,27227.0,4210.0,8129.0,799.0,183.0,7711.0,5119.0,15.0,78.0,1880.0,8867.0,5657.0,1296.0,5754.0,2271.0,1013.0,427.0,2299.0,2481.0,9557.0,5290.0,1263.0,4317.0,776.0,1450.0,2401.0,1045.0,3563.0,1859.0,8379.0,4776.0,361.0,3.0,9273.0,1903.0,1307.0,8582.0,951.0,3681.0,2553.0,509.0,7930.0,14677.0,2231.0,65.0,36.0,3817.0,5963.0,1131.0,2348.0,668.0
2020-12-08,4436.0,573.0,13298.0,2283.0,26265.0,3711.0,2414.0,753.0,270.0,7985.0,5333.0,7.0,53.0,1978.0,8005.0,5401.0,252.0,391.0,3189.0,2426.0,274.0,2632.0,4122.0,6823.0,3051.0,1732.0,3917.0,814.0,1434.0,2891.0,807.0,5476.0,1244.0,9019.0,4724.0,2340.0,2.0,25721.0,2297.0,1279.0,10118.0,694.0,1249.0,2302.0,538.0,5826.0,13896.0,2333.0,100.0,31.0,3860.0,3320.0,932.0,4594.0,490.0
2020-12-09,3522.0,587.0,4579.0,2327.0,31782.0,3973.0,2290.0,929.0,265.0,9592.0,5741.0,13.0,73.0,2266.0,8196.0,5770.0,2545.0,5624.0,2765.0,4352.0,405.0,2692.0,5965.0,5313.0,4516.0,2746.0,2885.0,726.0,1369.0,2624.0,969.0,4463.0,1759.0,10937.0,7620.0,461.0,2.0,10094.0,2307.0,1226.0,8626.0,646.0,1232.0,2490.0,985.0,7894.0,15272.0,2574.0,105.0,18.0,4398.0,3185.0,1402.0,4171.0,410.0
2020-12-10,4735.0,636.0,5806.0,2202.0,33839.0,4562.0,2431.0,643.0,244.0,11335.0,7503.0,13.0,116.0,1675.0,11146.0,6536.0,2245.0,346.0,4115.0,2415.0,407.0,3202.0,5369.0,6363.0,3499.0,2283.0,4036.0,763.0,1732.0,2735.0,681.0,5120.0,1781.0,10257.0,5811.0,564.0,0.0,11738.0,2460.0,1530.0,12021.0,496.0,948.0,2242.0,704.0,5859.0,13143.0,3401.0,128.0,35.0,3915.0,3206.0,1233.0,4709.0,338.0
2020-12-11,3853.0,627.0,8103.0,2770.0,37124.0,4655.0,3782.0,782.0,259.0,11699.0,5913.0,27.0,128.0,1582.0,9532.0,7206.0,2585.0,4860.0,3786.0,2862.0,345.0,2619.0,5655.0,5631.0,3750.0,2327.0,2065.0,977.0,1218.0,2513.0,1187.0,3650.0,1834.0,10561.0,7040.0,507.0,0.0,10359.0,3900.0,1596.0,12669.0,1544.0,1571.0,3540.0,945.0,7052.0,58256.0,2200.0,128.0,58.0,3395.0,3305.0,942.0,4478.0,562.0
2020-12-12,4066.0,520.0,7506.0,2628.0,26686.0,3793.0,0.0,1058.0,286.0,10577.0,6258.0,11.0,196.0,769.0,8660.0,7407.0,1397.0,0.0,3257.0,0.0,414.0,3380.0,5289.0,4557.0,4430.0,2665.0,5476.0,728.0,755.0,2605.0,784.0,6240.0,1793.0,11039.0,5334.0,376.0,0.0,11252.0,3983.0,1405.0,10057.0,721.0,0.0,3572.0,735.0,6292.0,11375.0,3675.0,85.0,0.0,4177.0,2915.0,1514.0,4624.0,122.0
2020-12-13,2790.0,641.0,2990.0,1450.0,35807.0,2315.0,0.0,584.0,231.0,8958.0,4607.0,16.0,77.0,540.0,7084.0,5907.0,1240.0,50.0,2449.0,4422.0,303.0,2803.0,4853.0,238.0,3425.0,1500.0,2623.0,644.0,1252.0,2975.0,712.0,4154.0,1442.0,10027.0,6330.0,281.0,0.0,9266.0,4332.0,1014.0,10005.0,708.0,0.0,3408.0,631.0,10461.0,6729.0,2083.0,127.0,0.0,3294.0,1986.0,1066.0,2965.0,453.0
2020-12-14,2264.0,429.0,11813.0,1355.0,30200.0,1966.0,7231.0,997.0,164.0,8452.0,3577.0,31.0,187.0,1436.0,7448.0,4967.0,653.0,4449.0,2064.0,1030.0,426.0,2240.0,3653.0,7560.0,3018.0,1648.0,4264.0,53.0,576.0,2303.0,919.0,4798.0,1499.0,8984.0,5066.0,196.0,0.0,7875.0,2099.0,1189.0,9516.0,554.0,3253.0,2570.0,316.0,9769.0,13810.0,1968.0,104.0,16.0,3240.0,2957.0,1177.0,2329.0,415.0
2020-12-15,3638.0,282.0,6662.0,2141.0,34216.0,3913.0,1470.0,685.0,301.0,9411.0,7331.0,12.0,52.0,1607.0,7401.0,4271.0,1351.0,446.0,2619.0,2633.0,411.0,2479.0,3929.0,5447.0,2323.0,2205.0,3359.0,804.0,1608.0,2304.0,670.0,3966.0,1258.0,9736.0,5582.0,328.0,0.0,8755.0,2224.0,1051.0,9587.0,434.0,1166.0,2544.0,345.0,7978.0,19502.0,1915.0,66.0,21.0,3160.0,1743.0,1314.0,4055.0,289.0
2020-12-16,4107.0,611.0,4209.0,2306.0,60941.0,2934.0,2319.0,787.0,263.0,11541.0,6598.0,19.0,104.0,1548.0,7033.0,6221.0,2531.0,4348.0,2920.0,3269.0,551.0,2363.0,5952.0,4604.0,2248.0,2343.0,3141.0,604.0,1334.0,2352.0,888.0,5701.0,1800.0,9378.0,6325.0,291.0,0.0,5409.0,3238.0,1532.0,10190.0,267.0,972.0,2799.0,905.0,10894.0,21964.0,2928.0,86.0,0.0,3931.0,1225.0,1141.0,2822.0,246.0
2020-12-17,4695.0,383.0,7184.0,3039.0,45314.0,3594.0,2321.0,839.0,228.0,13148.0,7560.0,15.0,136.0,1390.0,8935.0,6340.0,1426.0,286.0,2953.0,3776.0,590.0,2190.0,5135.0,4614.0,2759.0,2261.0,4004.0,781.0,1199.0,2598.0,831.0,4255.0,1688.0,10498.0,5111.0,377.0,0.0,11412.0,2975.0,1312.0,10032.0,1065.0,1081.0,2655.0,593.0,8877.0,17226.0,3203.0,140.0,50.0,3853.0,5318.0,1636.0,4281.0,283.0
2020-12-18,5348.0,493.0,5524.0,2878.0,48244.0,3536.0,2680.0,341.0,274.0,13000.0,7969.0,10.0,156.0,1274.0,7249.0,5954.0,2519.0,5457.0,3185.0,3113.0,436.0,2569.0,5679.0,4508.0,2718.0,2507.0,4167.0,511.0,1307.0,2973.0,696.0,3896.0,1455.0,12606.0,9456.0,494.0,2.0,9684.0,3556.0,1372.0,9186.0,1381.0,522.0,4302.0,575.0,10079.0,19376.0,2644.0,94.0,22.0,3295.0,3966.0,1266.0,3921.0,766.0
2020-12-19,4221.0,336.0,6769.0,2693.0,37358.0,2728.0,0.0,1027.0,238.0,11682.0,5864.0,5.0,152.0,836.0,7525.0,4738.0,2230.0,4.0,2702.0,0.0,402.0,2108.0,4344.0,3943.0,2746.0,1700.0,2341.0,652.0,697.0,2132.0,649.0,4191.0,1430.0,9913.0,5496.0,231.0,0.0,8567.0,4108.0,1505.0,9007.0,1079.0,0.0,3461.0,564.0,4193.0,13413.0,2408.0,100.0,10.0,3584.0,1957.0,1464.0,4315.0,129.0
2020-12-20,2548.0,181.0,2794.0,1536.0,42885.0,2172.0,0.0,480.0,259.0,8401.0,5175.0,4.0,202.0,705.0,5921.0,6492.0,370.0,24.0,1737.0,3711.0,207.0,2145.0,4261.0,176.0,2684.0,2222.0,1737.0,462.0,748.0,2063.0,933.0,5175.0,1063.0,9454.0,6184.0,251.0,0.0,8377.0,4970.0,1116.0,6578.0,1222.0,0.0,2869.0,391.0,11383.0,7863.0,1994.0,100.0,11.0,3876.0,498.0,1127.0,2045.0,174.0
2020-12-21,2380.0,152.0,7744.0,1457.0,43255.0,2191.0,4595.0,440.0,139.0,11015.0,3647.0,9.0,132.0,1429.0,4993.0,3866.0,1407.0,4259.0,2459.0,1116.0,339.0,2276.0,3843.0,5003.0,1992.0,1167.0,4253.0,286.0,905.0,1968.0,846.0,3171.0,815.0,9456.0,4638.0,82.0,1.0,6548.0,2596.0,950.0,9411.0,416.0,2419.0,2327.0,347.0,9265.0,16940.0,1819.0,91.0,0.0,4042.0,3593.0,995.0,1629.0,456.0
2020-12-22,4979.0,440.0,9006.0,1941.0,35347.0,2684.0,1583.0,567.0,160.0,10434.0,8656.0,0.0,64.0,1482.0,6348.0,3673.0,1558.0,176.0,2846.0,3699.0,458.0,2321.0,3800.0,3519.0,1700.0,2191.0,2976.0,561.0,1162.0,1156.0,620.0,4603.0,1267.0,10299.0,6729.0,332.0,0.0,7678.0,2186.0,1211.0,7770.0,1063.0,956.0,2322.0,435.0,4330.0,22156.0,2302.0,74.0,13.0,3591.0,1562.0,1400.0,3027.0,261.0
2020-12-23,4758.0,361.0,5355.0,2893.0,44758.0,2630.0,1745.0,612.0,326.0,11384.0,7515.0,0.0,95.0,1308.0,6727.0,4679.0,1818.0,4762.0,2889.0,2974.0,748.0,2463.0,4814.0,3795.0,1508.0,2634.0,2921.0,574.0,1281.0,2968.0,504.0,4809.0,1167.0,11740.0,6627.0,270.0,2.0,7790.0,3656.0,929.0,9725.0,576.0,879.0,4175.0,531.0,7851.0,20697.0,2612.0,72.0,16.0,4652.0,2628.0,1199.0,3063.0,285.0
2020-12-24,4232.0,274.0,7796.0,3204.0,34731.0,2687.0,2038.0,780.0,210.0,13147.0,10281.0,55.0,125.0,1125.0,6975.0,6205.0,1549.0,91.0,459.0,2565.0,735.0,2865.0,5937.0,254.0,1884.0,2326.0,3119.0,475.0,761.0,2343.0,390.0,4704.0,1924.0,13347.0,136.0,226.0,0.0,8828.0,3277.0,802.0,9214.0,320.0,0.0,2798.0,506.0,5049.0,8013.0,2892.0,101.0,17.0,4782.0,2437.0,1303.0,3263.0,0.0
2020-12-25,3625.0,0.0,3491.0,2122.0,16772.0,2615.0,0.0,638.0,0.0,0.0,5493.0,2.0,154.0,0.0,5460.0,5444.0,605.0,114.0,387.0,0.0,321.0,2332.0,0.0,142.0,0.0,1527.0,1186.0,0.0,643.0,1415.0,0.0,5060.0,1456.0,12881.0,0.0,274.0,0.0,0.0,0.0,1011.0,6483.0,616.0,0.0,0.0,0.0,8892.0,2087.0,0.0,0.0,12.0,4078.0,420.0,1597.0,1639.0,0.0
2020-12-26,1032.0,371.0,6284.0,702.0,64987.0,1540.0,0.0,820.0,274.0,17042.0,3887.0,1.0,109.0,503.0,3422.0,3842.0,527.0,15.0,3629.0,0.0,0.0,2280.0,7677.0,7313.0,2142.0,845.0,1630.0,455.0,314.0,2252.0,1031.0,3999.0,605.0,11048.0,16719.0,133.0,4.0,11018.0,3955.0,515.0,7077.0,1019.0,0.0,3864.0,417.0,4978.0,5749.0,3489.0,185.0,0.0,1584.0,3074.0,1341.0,677.0,482.0
2020-12-27,2170.0,300.0,1212.0,908.0,37555.0,1407.0,0.0,584.0,492.0,7391.0,3441.0,1.0,94.0,395.0,3822.0,1828.0,506.0,82.0,1367.0,3223.0,333.0,1849.0,3134.0,92.0,2516.0,1365.0,1857.0,259.0,623.0,1324.0,876.0,2320.0,741.0,8205.0,2725.0,110.0,0.0,5857.0,2631.0,1386.0,4621.0,784.0,0.0,7287.0,427.0,3054.0,22672.0,796.0,63.0,0.0,3999.0,273.0,533.0,2558.0,54.0
2020-12-28,2269.0,127.0,10127.0,1651.0,41720.0,1973.0,8457.0,431.0,140.0,8198.0,4142.0,11.0,45.0,1168.0,4731.0,2461.0,1350.0,5922.0,2189.0,817.0,439.0,1987.0,4198.0,3715.0,1077.0,1701.0,2992.0,300.0,995.0,1013.0,861.0,2744.0,691.0,10334.0,4541.0,93.0,0.0,4519.0,3448.0,569.0,5122.0,431.0,3536.0,1871.0,268.0,3495.0,20471.0,1716.0,91.0,0.0,2599.0,2511.0,726.0,1557.0,504.0
2020-12-29,3907.0,182.0,5932.0,2718.0,34166.0,1869.0,767.0,701.0,193.0,12075.0,9185.0,12.0,71.0,1460.0,5720.0,3986.0,1661.0,320.0,3141.0,3946.0,590.0,1825.0,4145.0,3794.0,972.0,1943.0,3141.0,436.0,1003.0,1725.0,1027.0,3657.0,1249.0,12020.0,4449.0,271.0,0.0,7526.0,1194.0,955.0,8658.0,2132.0,1187.0,2552.0,500.0,4760.0,23823.0,2736.0,82.0,0.0,4122.0,2145.0,1337.0,2919.0,219.0
2020-12-30,5016.0,385.0,4818.0,3184.0,32386.0,2568.0,1696.0,407.0,223.0,13871.0,8960.0,15.0,104.0,1241.0,7731.0,4737.0,1757.0,5946.0,3840.0,6744.0,590.0,2614.0,6839.0,3847.0,1997.0,3023.0,3430.0,836.0,1508.0,2642.0,545.0,4718.0,1311.0,12917.0,8681.0,372.0,0.0,8178.0,3249.0,1043.0,8627.0,98.0,1160.0,2873.0,562.0,8903.0,19484.0,2614.0,74.0,31.0,4048.0,1763.0,1452.0,3170.0,210.0
2020-12-31,4406.0,499.0,8463.0,2708.0,32264.0,2893.0,2045.0,860.0,225.0,17192.0,11204.0,9.0,175.0,1238.0,7987.0,6476.0,1645.0,94.0,838.0,4046.0,702.0,2953.0,7260.0,267.0,2195.0,2756.0,4873.0,349.0,1420.0,2145.0,786.0,5096.0,1678.0,15393.0,5950.0,294.0,0.0,9632.0,3906.0,1628.0,9350.0,403.0,0.0,4032.0,444.0,6122.0,16870.0,4672.0,136.0,21.0,5239.0,3609.0,1109.0,4212.0,276.0
